time_days,relative_flux
0.0,1.0487303609098972
0.10020040080160321,1.0193222300600813
0.20040080160320642,1.058908155715272
0.30060120240480964,1.078459007553789
0.40080160320641284,1.170753075243321
0.5010020040080161,1.1075948783414122
0.6012024048096193,1.2580386886628467
0.7014028056112225,1.2086545051261812
0.8016032064128257,1.2631928870785327
0.9018036072144289,1.2642558130553847
1.0020040080160322,1.3294127482745182
1.1022044088176353,1.2330365449153746
1.2024048096192386,1.2897910605519212
1.3026052104208417,1.2878231143479357
1.402805611222445,1.3284992359728007
1.503006012024048,1.2519679917071482
1.6032064128256514,1.26575839000579
1.7034068136272547,1.2262721230136444
1.8036072144288577,1.2315511882548833
1.903807615230461,1.2217998527312945
2.0040080160320644,1.1420923552294704
2.1042084168336674,1.1774755070849592
2.2044088176352705,1.1359380327746031
2.3046092184368736,1.0879975108180346
2.404809619238477,1.0628260865107575
2.50501002004008,0.9775994436436992
2.6052104208416833,0.9567653496367698
2.705410821643287,0.8953459440294675
2.80561122244489,0.8795619220525708
2.905811623246493,0.8694685060925269
3.006012024048096,0.8010860309619852
3.1062124248496996,0.7810322720810446
3.2064128256513027,0.7466973460659652
3.306613226452906,0.7200183306342345
3.4068136272545093,0.7073307744160369
3.5070140280561124,0.7134970896658978
3.6072144288577155,0.6712969963508031
3.7074148296593186,0.7074619323184188
3.807615230460922,0.7505800170401234
3.907815631262525,0.7281414580641818
4.008016032064129,0.7098762791936633
4.108216432865731,0.703256321746011
4.208416833667335,0.7260012268180797
4.308617234468938,0.8217039261999365
4.408817635270541,0.7985958741230283
4.509018036072145,0.8073162495741302
4.609218436873747,0.8642563926718597
4.709418837675351,0.9558794140491137
4.809619238476954,0.9325156059682873
4.909819639278557,0.9845916187043064
5.01002004008016,1.0127824758982118
5.110220440881764,1.0308519017819506
5.210420841683367,1.0441300562465174
5.31062124248497,1.1036700680072264
5.410821643286574,1.141820837974141
5.511022044088176,1.1972788876257214
5.61122244488978,1.2335972035334113
5.711422845691383,1.2618080731891415
5.811623246492986,1.2641868132941296
5.9118236472945895,1.2998701916699988
6.012024048096192,1.2640531553766334
6.112224448897796,1.333100964736753
6.212424849699399,1.3150535211922154
6.312625250501002,1.2901287066551812
6.412825651302605,1.3083974672659884
6.513026052104209,1.2814941559257458
6.613226452905812,1.3032365576011202
6.713426853707415,1.2961447057258713
6.813627254509019,1.2934128304425687
6.913827655310621,1.159638387250573
7.014028056112225,1.1287065374572598
7.114228456913827,1.1246687646152156
7.214428857715431,1.1101630348098461
7.3146292585170345,1.0955378944567722
7.414829659318637,1.0415162449048692
7.515030060120241,0.9336681012295186
7.615230460921844,0.947524670592506
7.715430861723447,0.944612115584014
7.81563126252505,0.8910081028007079
7.915831663326654,0.8731330330709116
8.016032064128257,0.812141040352868
8.11623246492986,0.7841952391921486
8.216432865731463,0.770543563187902
8.316633266533067,0.7556987943590379
8.41683366733467,0.7318597531147555
8.517034068136272,0.7163344077716787
8.617234468937877,0.6840456976709098
8.71743486973948,0.7115780767955283
8.817635270541082,0.7047375571860167
8.917835671342687,0.7405321812040051
9.01803607214429,0.7528248233545968
9.118236472945892,0.7371048235689984
9.218436873747494,0.7392350043772687
9.318637274549099,0.7542256941549426
9.418837675350701,0.8125746226208287
9.519038076152304,0.8318409985342953
9.619238476953909,0.8515555219096542
9.719438877755511,0.8977164764937825
9.819639278557114,0.9139862285929613
9.919839679358718,0.9907723128781644
10.02004008016032,0.9941402767724616
10.120240480961924,1.0818925361843688
10.220440881763528,1.0941502145184916
10.32064128256513,1.1354418908557913
10.420841683366733,1.1185136496368062
10.521042084168338,1.187772330105002
10.62124248496994,1.233344714833842
10.721442885771543,1.2076112115487267
10.821643286573147,1.249589590517711
10.92184368737475,1.2758300926508535
11.022044088176353,1.246581704916953
11.122244488977957,1.3055970032689426
11.22244488977956,1.3252049853887409
11.322645290581162,1.2729653438749338
11.422845691382767,1.3034675010454555
11.52304609218437,1.2431443935955997
11.623246492985972,1.2664405561951748
11.723446893787575,1.1999796327597068
11.823647294589179,1.2590127680814798
11.923847695390782,1.2109862223289933
12.024048096192384,1.1681831895070562
12.124248496993989,1.1131946715986532
12.224448897795591,1.1400295075809916
12.324649298597194,1.1245850457747777
12.424849699398798,0.9725494480820689
12.525050100200401,1.0276428151980084
12.625250501002004,1.0018059114281421
12.725450901803608,0.9262797960713735
12.82565130260521,0.8446522906146912
